,serial_number,case_name,case_number,judge_date,court_name,case_type,case_type_code,judge_type,judge
0,236477,의료법위반·특정경제범죄가중처벌등에관한법률위반(사기)[비의료인이 개설자격을 위반하여 의료법인 명의 의료기관을 개설·운영하였는지 여부가 문제된 사건],2020도6492,2023.08.18,대법원,형사,400102,판결,선고
1,236823,특정경제범죄가중처벌등에관한법률위반(사기)·의료법위반,2017도1807,2023.07.17,대법원,형사,400102,전원합의체 판결,선고
2,235017,군사기밀보호법위반(예비적죄명:군기누설)[군사기밀보호법 위반 혐의에 관한 압수수색영장으로 압수한 증거물을 그 군사기밀보호법 위반죄 공범의 별건 범죄사실에 관한 증거로 사용한 사건],2018도18866,2023.06.01,대법원,형사,400102,판결,선고
3,235021,군사기밀보호법위반·군기누설[선행 사건의 전자정보 압수·수색 과정에서 생성한 이미징 사본을 선행 사건의 판결 확정 이후 그 공범에 대한 범죄혐의 수사를 위해 새로 탐색·출력한 것이 위법한지 여부가 문제된 사건],2018도19782,2023.06.01,대법원,형사,400102,판결,선고
4,233585,특정경제범죄가중처벌등에관한법률위반(사기)·특정경제범죄가중처벌등에관한법률위반(횡령)·상법위반·공전자기록등불실기재·불실기재공전자기록등행사·국가기술자격법위반·건설산업기본법위반·위계공무집행방해·범죄수익은닉의규제및처벌등에관한법률위반·뇌물공여·사기·부정처사후수뢰·공전자기록등위작·위작공전자기록등행사·허위공문서작성·허위작성공문서행사·뇌물수수·제3자뇌물수수·특정범죄가중처벌등에관한법률위반(알선수재)·직권남용권리행사방해·부패방지및국민권익위원회의설치와운영에관한법률위반·공무상비밀누설·제3자뇌물취득,2017도14104,2023.01.12,대법원,형사,400102,판결,선고
5,233577,수사기관의압수수색처분에대한준항고기각결정에대한재항고[수사기관의 압수·수색처분에 대한 준항고 사건],2022모1566,2023.01.12,대법원,형사,400102,결정,자
6,233095,절도(인정된죄명:사기),2022도12494,2022.12.29,대법원,형사,400102,판결,선고
7,233049,"사기·전자금융거래법위반·교통사고처리특례법위반(치상)·도로교통법위반(무면허운전)·도로교통법위반(음주운전)[전동킥보드 음주운전 행위에 대하여 구 도로교통법위반(음주운전)죄로 기소된 사안에서, 재판 진행 중 개정 도로교통법(2020. 6. 9. 법률 제17371호로 개정된 것, 이하 같다)의 시행에 따라 법정형이 종전보다 가벼워진 사안]",2020도16420,2022.12.22,대법원,형사,400102,전원합의체 판결,선고
8,231967,사기,2022도8662,2022.11.17,대법원,형사,400102,판결,선고
9,231993,사기,2022도7940,2022.11.10,대법원,형사,400102,판결,선고
10,231791,"금융실명거래및비밀보장에관한법률위반방조[피고인이 성명불상자로부터 불법 환전 업무를 도와주면 대가를 지급하겠다는 제안을 받고 자신의 금융계좌번호를 알려주었는데, 성명불상자가 전기통신금융사기 편취금을 은닉하기 위하여 피고인의 금융계좌로 편취금을 송금받은 경우 피고인이 성명불상자의 탈법행위 목적 타인 실명 금융거래를 용이하게 하였다는 금융실명법위반죄의 방조범이 성립하는지가 문제된 사안]",2020도12563,2022.10.27,대법원,형사,400102,판결,선고
11,231795,정치관여·직권남용권리행사방해·뇌물수수·대통령기록물관리에관한법률위반·군사기밀보호법위반,2020도15105,2022.10.27,대법원,형사,400102,판결,선고
12,231735,특정경제범죄가중처벌등에관한법률위반(사기),2020도13547,2022.09.29,대법원,형사,400102,판결,선고
13,233525,절도(인정된죄명사기),2022노1176,2022.09.26,서울중앙지방법원,형사,400102,판결,선고
14,232787,사기방조·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)·전자금융거래법위반,2019도15178,2022.08.31,대법원,형사,400102,판결,선고
15,233331,사기·여신전문금융업법위반,2022노842,2022.08.17,서울중앙지방법원,형사,400102,판결,선고
16,232799,사기·민사집행법위반·강제집행면탈,2022도6743,2022.08.11,대법원,형사,400102,판결,선고
17,232797,지방재정법위반·사기,2022도7209,2022.08.11,대법원,형사,400102,판결,선고
18,227685,사기,2020도12279,2022.07.28,대법원,형사,400102,판결,선고
19,232939,사기·입찰방해·국가기술자격법위반,2017도20911,2022.07.14,대법원,형사,400102,판결,선고
20,232817,농수산물의원산지표시에관한법률위반·특정경제범죄가중처벌등에관한법률위반(사기)(피고인1에대한예비적죄명:사기)·사기,2022도3771,2022.06.30,대법원,형사,400102,판결,선고
21,232807,특정범죄가중처벌등에관한법률위반(허위세금계산서교부등)·사기·특정경제범죄가중처벌등에관한법률위반(사기),2018도10973,2022.06.30,대법원,형사,400102,판결,선고
22,234463,사기·주택법위반·전자서명법위반·사문서위조·위조사문서행사·교통사고처리특례법위반(치상)·도로교통법위반(음주운전),2022도3044,2022.06.30,대법원,형사,400102,판결,선고
23,232811,사기·자격모용사문서작성·자격모용작성사문서행사,2021도17712,2022.06.30,대법원,형사,400102,판결,선고
24,232819,사기·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등),2022도1452,2022.06.30,대법원,형사,400102,판결,선고
25,232803,특정경제범죄가중처벌등에관한법률위반(사기)·약사법위반,2022도4108,2022.06.30,대법원,형사,400102,판결,선고
26,223351,특정경제범죄가중처벌등에관한법률위반(사기)·자본시장과금융투자업에관한법률위반·근로기준법위반·근로자퇴직급여보장법위반·위계공무집행방해,2021도244,2022.06.30,대법원,형사,400102,판결,선고
27,223347,도로교통법위반(음주운전)·범인도피교사·보험사기방지특별법위반·범인도피,2022도32,2022.06.30,대법원,형사,400102,판결,선고
28,232667,사기,2021노1841,2022.06.23,서울동부지방법원,형사,400102,판결,선고
29,221951,사기미수,2022도1227,2022.05.26,대법원,형사,400102,판결,선고
30,232609,사기·사기미수·업무방해·전자금융거래법위반·주민등록법위반·사문서위조·위조사문서행사,2022도3265,2022.05.12,대법원,형사,400102,판결,선고
31,233351,사기·여신전문금융업법위반,2021고단2251,2022.04.14,서울중앙지방법원,형사,400102,판결,선고
32,232087,사기·컴퓨터등장애업무방해·정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등)·정보통신망이용촉진및정보보호등에관한법률위반·사기미수,2022도772,2022.04.14,대법원,형사,400102,판결,선고
33,232107,사기방조·전자금융거래법위반·금융실명거래및비밀보장에관한법률위반,2022도649,2022.04.14,대법원,형사,400102,판결,선고
34,232109,특정경제범죄가중처벌등에관한법률위반(사기)·사기·사기미수·협박,2022도768,2022.04.14,대법원,형사,400102,판결,선고
35,231549,사기,2021도17427,2022.03.17,대법원,형사,400102,판결,선고
36,227223,강간치상·마약류관리에관한법률위반(향정)·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)·강제추행·특정경제범죄가중처벌등에관한법률위반(사기)·사기·공문서위조·위조공문서행사·부착명령,2021도16232,2022.03.17,대법원,형사,400102,판결,선고
37,234471,사기·주택법위반·전자서명법위반·사문서위조·위조사문서행사·교통사고처리특례법위반(치상)·도로교통법위반(음주운전),2021노2240,2022.02.15,서울남부지방법원,형사,400102,판결,선고
38,231553,사기·사문서위조·위조사문서행사·업무방해,2021도15246,2022.02.11,대법원,형사,400102,판결,선고
39,237139,자본시장과금융투자업에관한법률위반·보조금관리에관한법률위반·업무상횡령·사기·허위작성공문서행사·금융실명거래및비밀보장에관한법률위반·범죄수익은닉의규제및처벌등에관한법률위반·업무방해·위계공무집행방해·위조사문서행사·증거은닉교사·증거인멸교사·증거위조교사·사문서위조·위조공문서행사(인정된죄명:허위작성공문서행사),2021도11170,2022.01.27,대법원,형사,400102,판결,선고
40,231571,사기,2021도13768,2022.01.14,대법원,형사,400102,판결,선고
41,231575,보험사기방지특별법위반,2021도10855,2022.01.13,대법원,형사,400102,판결,선고
42,231573,도로교통법위반(음주운전)·자동차손해배상보장법위반·폭행·모욕·사기·상해·재물은닉,2021도15221,2022.01.13,대법원,형사,400102,판결,선고
43,219741,자본시장과금융투자업에관한법률위반·증거은닉교사·특정경제범죄가중처벌등에관한법률위반(횡령)·업무상횡령·사문서위조·위조사문서행사·주식회사등의외부감사에관한법률위반·사기,2021도11110,2022.01.13,대법원,형사,400102,판결,선고
44,219719,사기,2021도13108,2022.01.13,대법원,형사,400102,판결,선고
45,222859,사기미수,2021노302,2022.01.12,청주지방법원,형사,400102,판결,선고
46,219819,사기,2019도17150,2021.12.16,대법원,형사,400102,판결,선고
47,227791,도로교통법위반(음주운전)·범인도피교사·보험사기방지특별법위반·범인도피,2021노1381,2021.12.16,서울동부지방법원,형사,400102,판결,선고
48,220353,강간치상·마약류관리에관한법률위반(향정)·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)·강제추행·특정경제범죄가중처벌등에관한법률위반(사기)·사기·공문서위조·위조공문서행사·부착명령,2021노83,2021.11.24,부산고등법원,형사,400102,판결,선고
49,219849,특정경제범죄가중처벌등에관한법률위반(사기)(예비적죄명:조세범처벌법위반)·사기미수·사문서위조·위조사문서행사·전자금융거래법위반·사기(예비적죄명:조세범처벌법위반)·사기방조(예비적죄명:조세범처벌법위반방조),2021도7831,2021.11.11,대법원,형사,400102,판결,선고
50,222659,"특정경제범죄가중처벌등에관한법률위반(사기)·[택일적죄명:특정경제범죄가중처벌등에관한법률위반(횡령),예비적죄명:특정경제범죄가중처벌등에관한법률위반(배임)]·특정경제범죄가중처벌등에관한법률위반(공갈)",2021도9855,2021.11.11,대법원,형사,400102,판결,선고
51,218461,"강간[인정된 죄명:성폭력범죄의처벌등에관한특례법위반(장애인강간),예비적 죄명:심신미약자간음]ㆍ사기",2021도9051,2021.10.28,대법원,형사,400102,판결,선고
52,219555,공갈·사기·도박·특수중감금·폭행,2021도10010,2021.10.28,대법원,형사,400102,판결,선고
53,219619,특정경제범죄가중처벌등에관한법률위반(사기)ㆍ사기ㆍ시설물의안전관리에관한특별법위반ㆍ뇌물공여,2016도16343,2021.10.14,대법원,형사,400102,판결,선고
54,218705,배임수재ㆍ부정청탁및금품등수수의금지에관한법률위반[신문사 기자들이 홍보성 기사를 작성해달라는 청탁을 받고 소속 신문사 계좌로 금원을 입금 받은 행위가 배임수재죄에 해당하는지 여부가 문제된 사건],2019도17102,2021.09.30,대법원,형사,400102,판결,선고
55,226973,사기,2020노899,2021.09.09,부산지방법원,형사,400102,판결,선고
56,219381,사기,2021도8468,2021.09.09,대법원,형사,400102,판결,선고
57,226935,자본시장과금융투자업에관한법률위반·보조금관리에관한법률위반·업무상횡령·사기·허위작성공문서행사·금융실명거래및비밀보장에관한법률위반·범죄수익은닉의규제및처벌등에관한법률위반·업무방해·위계공무집행방해·위조사문서행사·증거은닉교사·증거인멸교사·증거위조교사·사문서위조·위조공문서행사(인정된죄명허위작성공문서행사),2021노14,2021.08.11,서울고등법원,형사,400102,판결,선고
58,220037,자본시장과금융투자업에관한법률위반·증거은닉교사·특정경제범죄가중처벌등에관한법률위반(횡령)·업무상횡령·사문서위조·위조사문서행사·주식회사등의외부감사에관한법률위반·사기,2021노345,2021.08.10,서울고등법원,형사,400102,판결,선고
59,217369,특정경제범죄가중처벌등에관한법률위반(사기)(일부인정된죄명:사기)ㆍ사기ㆍ마약류관리에관한법률위반(향정)ㆍ약사법위반,2021도6092,2021.07.29,대법원,형사,400102,판결,선고
60,217367,사기ㆍ사문서위조ㆍ전기통신사업법위반,2021도3520,2021.07.29,대법원,형사,400102,판결,선고
61,233919,사기·전자금융거래법위반·전기통신사업법위반·횡령,2020노4371,2021.07.22,인천지방법원,형사,400102,판결,선고
62,218879,약사법위반·사기,2018도3226,2021.07.21,대법원,형사,400102,판결,선고
63,220039,특정경제범죄가중처벌등에관한법률위반(사기)[택일적죄명특정경제범죄가중처벌등에관한법률위반(횡령)·예비적죄명:특정경제범죄가중처벌등에관한법률위반(배임)]·특정경제범죄가중처벌등에관한법률위반(공갈),2020노357,2021.07.09,서울고등법원,형사,400102,판결,선고
64,220041,강간[인정된죄명성폭력범죄의처벌등에관한특례법위반(장애인강간)·예비적죄명심신미약자간음)·사기,2021노244,2021.07.08,서울고등법원,형사,400102,판결,선고
65,218739,배임·사기,2015도19696,2021.06.30,대법원,형사,400102,판결,선고
66,220047,특정경제범죄가중처벌등에관한법률위반(사기)(예비적죄명:조세범처벌법위반)·사기미수·사문서위조·위조사문서행사·전자금융거래법위반·사기(예비적죄명조세범처벌법위반)·사기방조(예비적죄명:조세범처벌법위반방조),2020노2026,2021.06.04,서울고등법원,형사,400102,판결,선고
67,216685,사기,2021도1282,2021.05.06,대법원,형사,400102,판결,선고
68,217561,특정경제범죄가중처벌등에관한법률위반(사기)ㆍ사기ㆍ마약류관리에관한법률위반(향정)ㆍ약사법위반,2021노118,2021.04.28,부산고등법원,형사,400102,판결,선고
69,233921,사기·횡령·배상명령신청,2020고단10994,2021.04.15,인천지방법원,형사,400102,판결,선고
70,226847,사기ㆍ전자금융거래법위반,2020도16468,2021.04.15,대법원,형사,400102,판결,선고
71,216981,상습사기ㆍ업무방해,2020도15194,2021.04.01,대법원,형사,400102,판결,선고
72,214595,사기ㆍ사기미수ㆍ공문서위조ㆍ위조공문서행사ㆍ사문서위조ㆍ위조사문서행사,2020도14666,2021.03.11,대법원,형사,400102,판결,선고
73,216993,사기ㆍ횡령,2019도1721,2021.03.11,대법원,형사,400102,판결,선고
74,213717,사기ㆍ횡령[부동산 실권리자명의 등기에 관한 법률에 위반한 이른바 양자간 명의신탁에서 명의수탁자가 신탁부동산을 임의로 처분한 경우 횡령죄가 성립하는지 여부가 문제된 사건],2016도18761,2021.02.18,대법원,형사,400102,전원합의체 판결,선고
75,217593,사기ㆍ사문서위조ㆍ전기통신사업법위반,2020노1337,2021.02.17,서울동부지방법원,형사,400102,판결,선고
76,220387,강간치상·마약류관리에관한법률위반(향정)·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)·강제추행·특정경범죄가중처벌등에관한법률위반(사기)·사기·공문서위조·위조공문서행사·부착명령·배상명령신청,2020고합77,2021.01.22,울산지방법원,형사,400102,판결,선고
77,213111,사기·마약류관리에관한법률위반(향정)·교통사고처리특례법위반(치상)·도로교통법위반·도로교통법위반(무면허운전),2020노1189,2021.01.15,울산지방법원,형사,400102,판결 : 상고,선고
78,226735,특정경제범죄가중처벌등에관한법률위반(사기)ㆍ자본시장과금융투자업에관한법률위반ㆍ방문판매등에관한법률위반,2020도13467,2021.01.14,대법원,형사,400102,판결,선고
79,217133,사기ㆍ배임,2020노3348,2021.01.14,대전지방법원,형사,400102,판결,선고
80,226671,사기(일부 인정된 죄명: 사기미수)ㆍ전기통신금융사기피해방지및피해금환급에관한특별법위반ㆍ전기통신사업법위반ㆍ전자금융거래법위반ㆍ범죄단체조직ㆍ범죄단체활동ㆍ범죄단체가입,2020도10814,2020.12.24,대법원,형사,400102,판결,선고
81,234541,사문서위조·위조사문서행사·허위작성공문서행사·위조공문서행사(인정된죄명허위작성공문서행사)·업무방해·위계공무집행방해·사기·보조금관리에관한법률위반·업무상횡령·자본시장과금융투자업에관한법률위반·범죄수익은닉의규제및처벌등에관한법률위반·금융실명거래및비밀보장에관한법률위반·증거인멸교사·증거위조교사·증거은닉교사,2019고합738,2020.12.23,서울중앙지방법원,형사,400102,판결,선고
82,227759,특정경제범죄가중처벌등에관한법률위반(사기)·자본시장과금융투자업에관한법률위반·근로기준법위반·근로자퇴직급여보장법위반·위계공무집행방해,2019노578,2020.12.17,서울고등법원,형사,400102,판결,선고
83,214875,특정경제범죄가중처벌등에관한법률위반(사기)ㆍ특정범죄가중처벌등에관한법률위반(허위세금계산서교부등),2020도11345,2020.11.26,대법원,형사,400102,판결,선고
84,233925,사기·전자금융거래법위반·전기통신사업법위반,2020고단8570,2020.11.13,인천지방법원,형사,400102,판결,선고
85,233391,사기·전자금융거래법위반·교통사고처리특례법위반(치상)·도로교통법위반(무면허운전)·도로교통법위반(음주운전),2020노868,2020.11.05,서울서부지방법원,형사,400102,판결,선고
86,214891,사기,2020도9475,2020.10.29,대법원,형사,400102,판결,선고
87,213659,사기,2020노1398,2020.10.23,서울남부지방법원,형사,400102,결정,자
88,234469,정치관여·직권남용권리행사방해·뇌물수수·대통령기록물관리에관한법률위반·군사기밀보호법위반,2019노772,2020.10.22,서울고등법원,형사,400102,판결,선고
89,226587,사기ㆍ전자금융거래법위반,2019노786,2020.10.22,제주지방법원,형사,400102,판결,선고
90,214253,특정경제범죄가중처벌등에관한법률위반(사기)·사기·사문서위조·위조사문서행사·도로교통법위반·횡령·업무상배임·배임·근로기준법위반·근로자퇴직급여보장법위반·권리행사방해·조세범처벌법위반,2020도6258,2020.10.22,대법원,형사,400102,전원합의체 판결,선고
91,212651,사기·법무사법위반,2020도7307,2020.10.15,대법원,형사,400102,판결,선고
92,226581,사기ㆍ사기미수ㆍ공문서위조ㆍ위조공문서행사ㆍ사문서위조ㆍ위조사문서행사,2020노1604,2020.10.15,의정부지방법원,형사,400102,판결,선고
93,214903,사기ㆍ배임,2020도9688,2020.10.15,대법원,형사,400102,판결,선고
94,215435,사기ㆍ보조금관리에관한법률위반ㆍ건축법위반,2016도14852,2020.09.24,대법원,형사,400102,판결,선고
95,217597,사기ㆍ사문서위조ㆍ전기통신사업법위반,2020고단2628,2020.09.21,서울동부지방법원,형사,400102,판결,선고
96,231855,특정경제범죄가중처벌등에관한법률위반(사기),2020노712,2020.09.18,서울고등법원,형사,400102,판결,선고
97,232693,사기,2019노917,2020.09.17,울산지방법원,형사,400102,판결,선고
98,214915,범죄단체활동ㆍ사기ㆍ범죄단체가입ㆍ자동차관리법위반ㆍ도로교통법위반(무면허운전)ㆍ사문서위조ㆍ위조사문서행사ㆍ횡령ㆍ도로교통법위반ㆍ공무집행방해ㆍ절도,2020도7915,2020.09.07,대법원,형사,400102,판결,선고
99,226505,특정경제범죄가중처벌등에관한법률위반(횡령)[일부인정된죄명:특정경제범죄가중처벌등에관한법률위반(배임)]·특정경제범죄가중처벌등에관한법률위반(사기)·배임,2019도14770,2020.08.27,대법원,형사,400102,전원합의체 판결,선고
100,226503,사기·특정경제범죄가중처벌등에관한법률위반(횡령)·업무상횡령·업무상배임·사전자기록등위작·위작사전자기록등행사·범죄수익은닉의규제및처벌등에관한법률위반·공정증서원본불실기재·불실기재공정증서원본행사·상법위반,2019도11294,2020.08.27,대법원,형사,400102,전원합의체 판결,선고
101,211811,범죄단체조직·범죄단체가입·범죄단체활동·사기·사기방조·자동차관리법위반·위증[형법 제114조의 범죄집단조직·가입·활동 사건],2019도16263,2020.08.20,대법원,형사,400102,판결,선고
102,230819,사기·배상명령신청,2019노4467,2020.08.14,대구지방법원,형사,400102,판결,선고
103,213437,"가. 사기, 나. 주식회사의외부감사에관한법률위반",2020노149,2020.07.15,전주지방법원,형사,400102,판결,선고
104,213761,횡령·사기·배임,2015도3820,2020.07.09,대법원,형사,400102,판결,선고
105,214449,유사수신행위의규제에관한법률위반(예비적 죄명: 유사수신행위의규제에관한법률위반방조)·사기(예비적 죄명: 사기방조),2018도5519,2020.07.09,대법원,형사,400102,판결,선고
106,211733,사기,2018도13696,2020.06.25,대법원,형사,400102,판결,선고
107,233407,사기·전자금융거래법위반·교통사고처리특례법위반(치상)·도로교통법위반(무면허운전)·도로교통법위반(음주운전),2020고단770,2020.06.23,서울서부지방법원,형사,400102,판결,선고
108,213779,절도·공용물건손상·재물손괴·사기·강제추행,2020도4231,2020.06.11,대법원,형사,400102,판결,선고
109,213777,직권남용권리행사방해·강요·강요미수·사기미수·증거인멸교사·특정범죄가중처벌등에관한법률위반(뇌물)·특정범죄가중처벌등에관한법률위반(뇌물)(인정된 죄명: 뇌물수수)·국회에서의증언·감정등에관한법률위반·범죄수익은닉의규제및처벌등에관한법률위반·특정범죄가중처벌등에관한법률위반(알선수재),2020도2883,2020.06.11,대법원,형사,400102,판결,선고
110,213015,사기(인정된 죄명: 사기방조),2016도2518,2020.05.28,대법원,형사,400102,판결,선고
111,214725,사기ㆍ법무사법위반,2019노6277,2020.05.25,수원지방법원,형사,400102,판결,선고
112,213325,"특정경제범죄가중처벌등에관한법률위반(사기), 사기, 사문서위조, 위조사문서행사, 도로교통법위반, 횡령, 업무상배임, 배임, 근로기준법위반, 근로자퇴직급여보장법위반, 권리행사방해, 조세범처벌법위반",2019노7,2020.05.06,광주고등법원전주재판부,형사,400102,판결,선고
113,211401,야간건조물침입절도·병역법위반·사기·점유이탈물횡령·절도[범칙금 납부기간 도과 전 공소제기한 사건],2017도13409,2020.04.29,대법원,형사,400102,판결,선고
114,213043,사기·배임,2019도13578,2020.04.09,대법원,형사,400102,판결,선고
115,226225,특정경제범죄가중처벌등에관한법률위반(배임)·사기,2018도14596,2020.03.27,대법원,형사,400102,판결,선고
116,211339,사기방조·공전자기록등불실기재·불실기재공전자기록등행사·업무방해·전자금융거래법위반[범죄에 이용할 목적으로 유한회사 설립등기를 한 것으로 인한 공전자기록 등 불실기재죄와 그 행사죄가 문제되는 사건],2019도7729,2020.03.26,대법원,형사,400102,판결,선고
117,211335,사기·상해·업무방해·폭행·모욕,2020도355,2020.03.26,대법원,형사,400102,판결,선고
118,226179,사기·공전자기록등위작·위작공전자기록등행사·건설폐기물의재활용촉진에관한법률위반,2016도19170,2020.03.12,대법원,형사,400102,판결,선고
119,226153,사기·협박,2019도19168,2020.02.27,대법원,형사,400102,판결,선고
120,226109,사기·배임,2019도9756,2020.02.20,대법원,형사,400102,전원합의체 판결,선고
121,226063,특정경제범죄가중처벌등에관한법률위반(사기)·사기·위계공무집행방해·문화재보호법위반·문화재수리등에관한법률위반,2015도9130,2020.02.06,대법원,형사,400102,판결,선고
122,226073,직권남용권리행사방해·강요·보조금관리에관한법률위반·사기·업무상횡령·공무상비밀누설·국회에서의증언·감정등에관한법률위반,2018도9809,2020.02.06,대법원,형사,400102,판결,선고
123,225975,점유이탈물횡령·절도·사기·여신전문금융업법위반·사기미수·컴퓨터등사용사기·야간건조물침입절도,2019도15700,2020.01.09,대법원,형사,400102,판결,선고
124,225901,사기,2015도10570,2019.12.27,대법원,형사,400102,판결,선고
125,225889,사기,2019도2003,2019.12.24,대법원,형사,400102,판결,선고
126,225833,사기·석유및석유대체연료사업법위반,2017도20752,2019.12.13,대법원,형사,400102,판결,선고
127,211355,사기·상해·업무방해·폭행·모욕,2019노2969,2019.12.12,서울중앙지방법원,형사,400102,판결,선고
128,225779,부정수표단속법위반·유가증권위조·위조유가증권행사·사기,2019도12022,2019.11.28,대법원,형사,400102,판결,선고
129,225711,특수강도·특수강도미수·사기·식품위생법위반·배상명령신청,2019고합136,2019.11.15,서울동부지방법원,형사,400102,판결 : 항소,선고
130,210557,"성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)(피고인이 휴대전화기의 카메라로 피해자를 몰래 촬영한 현장에서 현행범으로 체포되면서 위 휴대전화기를 수사기관에 임의제출한 사안에서, 피고인의 자백을 보강할 증거가 있는지 여부가 쟁점이 된 사건)",2019도13290,2019.11.14,대법원,형사,400102,판결,선고
131,211515,수사기관처분에대한준항고,2019보2,2019.11.14,인천지방법원부천지원,형사,400102,결정,자
132,225673,사기,2019노2065,2019.10.31,의정부지방법원,형사,400102,판결,선고
133,225679,사기·사기미수·위조사문서행사,2019도12140,2019.10.31,대법원,형사,400102,판결,선고
134,225685,공직선거법위반·정당법위반·사기,2019도894,2019.10.31,대법원,형사,400102,판결,선고
135,225677,사기,2019도11622,2019.10.31,대법원,형사,400102,판결,선고
136,215127,범죄단체조직·범죄단체가입·범죄단체활동·사기·사기방조·자동차관리법위반·위증,2018노4352,2019.10.18,인천지방법원,형사,400102,판결,선고
137,210943,점유이탈물횡령·절도·사기·여신전문금융업법위반·사기미수·컴퓨터등사용사기·야간건조물침입절도,2019노4332,2019.10.11,수원지방법원,형사,400102,판결,선고
138,229009,상습사기·전자금융거래법위반·전기통신사업법위반·배상명령신청,2019노1928,2019.09.27,인천지방법원,형사,400102,판결,선고
139,225553,특정경제범죄가중처벌등에관한법률위반(횡령)[일부인정된죄명특정경제범죄가중처벌등에관한법률위반(배임)]·특정경제범죄가중처벌등에관한법률위반(사기)·배임,2019노760,2019.09.24,서울고등법원,형사,400102,판결,선고
140,211363,사기·상해·업무방해,2019고단1760,2019.09.05,서울중앙지방법원,형사,400102,판결,선고
141,225511,사기,2018고단2789,2019.09.05,제주지방법원,형사,400102,판결,선고
142,225457,직권남용권리행사방해·강요(일부인정된죄명:강요미수)·강요미수·사기미수·증거인멸교사·특정범죄가중처벌등에관한법률위반(뇌물)·특정범죄가중처벌등에관한법률위반(뇌물)(인정된죄명:뇌물수수)·국회에서의증언·감정등에관한법률위반·범죄수익은닉의규제및처벌등에관한법률위반·특정범죄가중처벌등에관한법률위반(알선수재),2018도13792,2019.08.29,대법원,형사,400102,전원합의체 판결,선고
143,209258,폐기물관리법위반·국가기술자격법위반·사기,2019도3653,2019.08.14,대법원,형사,400102,판결,선고
144,225411,부정수표단속법위반·유가증권위조·위조유가증권행사·사기,2019노119,2019.07.25,의정부지방법원,형사,400102,판결,선고
145,208788,"명예퇴직수당지급대상자취소처분취소등(명예퇴직수당 지급대상자로 결정되고, 의원면직 후 수사기관에서 수사가 진행 중이라는 잠정적 이유로 명예퇴직수당 지급대상자 결정 취소처분이 가능한지 여부가 문제된 사건)",2016두54862,2019.07.25,대법원,일반행정,400107,판결,선고
146,208805,변호사법위반·저작권법위반·폭력행위등처벌에관한법률위반(공동공갈)(예비적죄명:사기·사기미수),2015도1885,2019.07.24,대법원,형사,400102,판결,선고
147,225371,사기·특정경제범죄가중처벌등에관한법률위반(횡령)·업무상횡령·업무상배임·사전자기록등위작·위작사전자기록등행사·범죄수익은닉의규제및처벌등에관한법률위반·공정증서원본불실기재·불실기재공정증서원본행사·상법위반·사전자기록등위작방조·위작사전자기록등행사방조,2019노396,2019.07.23,서울고등법원,형사,400102,판결,선고
148,225351,사기,2018도3688,2019.07.11,대법원,형사,400102,판결,선고
149,225317,사기·배상명령신청,2018고단3353,2019.07.10,의정부지방법원,형사,400102,판결,선고
150,225271,업무상횡령·사기·배임,2018노2687,2019.06.20,창원지방법원,형사,400102,판결,선고
151,225261,사기·조세범처벌법위반·세무사법위반,2018노1692,2019.06.14,서울북부지방법원,형사,400102,판결,선고
152,229015,상습사기·전자금융거래법위반·전기통신사업법위반·배상명령신청,2019고단1169,2019.06.13,인천지방법원부천지원,형사,400102,판결,선고
153,208807,업무상횡령·배임수재·특정경제범죄가중처벌등에관한법률위반(배임)(일부인정된죄명:업무상배임)·업무상배임·뇌물공여·특정경제범죄가중처벌등에관한법률위반(횡령)·특정경제범죄가중처벌등에관한법률위반(사기)·자본시장과금융투자업에관한법률위반,2018도20655,2019.06.13,대법원,형사,400102,판결,선고
154,207533,의료법위반·사기,2019도1839,2019.05.30,대법원,형사,400102,판결,선고
155,208480,사기,2019고단528,2019.05.21,수원지방법원,형사,400102,판결 : 항소,선고
156,211367,사기방조·공전자기록등불실기재·불실기재공전자기록등행사·업무방해·전자금융거래법위반,2018노7914,2019.05.17,수원지방법원,형사,400102,판결,선고
157,207131,자본시장과금융투자업에관한법률위반·컴퓨터등사용사기·배임,2018고단3255,2019.04.10,서울남부지방법원,형사,400102,판결 : 항소,선고
158,206290,사기,2014도2754,2019.04.03,대법원,형사,400102,판결,선고
159,207597,특정경제범죄가중처벌등에관한법률위반(사기)·부동산실권리자명의등기에관한법률위반,2018도19772,2019.04.03,대법원,형사,400102,판결,선고
160,206267,특정경제범죄가중처벌등에관한법률위반(사기)·사기,2018도19034,2019.02.28,대법원,형사,400102,판결,선고
161,234475,정치관여·직권남용권리행사방해·뇌물수수·대통령기록물관리에관한법률위반·군사기밀보호법위반,2018고합297,2019.02.21,서울중앙지방법원,형사,400102,판결,선고
162,225059,특정경제범죄가중처벌등에관한법률위반(횡령)[일부인정된죄명특정경제범죄가중처벌등에관한법률위반(배임)]·특정경제범죄가중처벌등에관한법률위반(사기),2018고합19,2019.02.20,인천지방법원부천지원,형사,400102,판결,선고
